"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.61704927566723e-06,0.677639731324013,0.469,0.129,0.0358902137665004,"7","ETFA"
2.64051533723876e-06,1.03848768587425,0.531,0.167,0.0362120273348924,"7","ATP6V1E1"
2.75795539287038e-06,0.986328836117108,0.5,0.158,0.0378226002578244,"7","BLVRB"
2.78823138319055e-06,0.908378714656144,0.625,0.219,0.0382378051890752,"7","LAMTOR2"
3.13177588152739e-06,0.937874029127918,0.656,0.209,0.0429491744392666,"7","SNRPD1"
3.21203700312967e-06,0.542130649112985,0.656,0.203,0.0440498754609202,"7","CCT4"
3.26061390687506e-06,0.871707892088367,0.438,0.124,0.0447160591188846,"7","SMARCB1"
3.42301095006646e-06,0.660169613148284,0.344,0.086,0.0469431721692114,"7","GUSB"
3.43116722741047e-06,1.46481066398864,0.25,0.053,0.0470550273567071,"7","ARHGEF40"
3.43762516637194e-06,0.57078204880065,0.531,0.16,0.0471435915316248,"7","PHPT1"
3.44403780005532e-06,0.844712011526967,0.281,0.062,0.0472315343899586,"7","COMMD4"
3.7991919364598e-06,0.947143080014989,0.844,0.401,0.0521021182166097,"7","ATP5B"
3.81341344591555e-06,1.03969749280826,0.25,0.052,0.0522971519972858,"7","ETNK1"
3.8361613520315e-06,0.762124973238913,0.469,0.135,0.0526091167817599,"7","SNRPG"
3.87719533923025e-06,1.1936982073247,0.312,0.075,0.0531718568822036,"7","DCTN6"
3.8949596764228e-06,0.677968666338615,0.656,0.217,0.0534154770024622,"7","DDIT4"
4.03370022194613e-06,0.313844487910443,0.625,0.195,0.0553181648437693,"7","CTSB"
4.05607676940252e-06,0.951032489658282,0.25,0.052,0.0556250368155861,"7","PRKCD"
4.187277102528e-06,1.01037682809679,0.469,0.138,0.057424318184069,"7","PTPN18"
4.27739601257269e-06,0.842947853110696,0.625,0.224,0.0586602089164219,"7","FAM26F"
4.28031605144137e-06,1.00382236151279,0.562,0.186,0.058700254329467,"7","TMED10"
4.38268414969796e-06,0.917634255028413,0.5,0.153,0.0601041304289578,"7","CMTM3"
4.41241065428618e-06,1.91250127256099,0.438,0.126,0.0605117997128807,"7","CAPNS1"
4.70481147485427e-06,0.816768797468702,0.281,0.063,0.0645217845661515,"7","PAFAH1B1"
4.74427123713857e-06,0.88355361432013,0.406,0.112,0.0650629357461184,"7","NANS"
5.13242804704157e-06,1.18251223262057,0.406,0.116,0.070386118237128,"7","CBR1"
5.13899203515777e-06,0.506625886817813,1,0.949,0.0704761367701537,"7","RPS11"
5.17795560549546e-06,0.70874745706787,0.594,0.193,0.0710104831737647,"7","YWHAH"
5.66862566391609e-06,0.751792691693816,0.562,0.189,0.0777395323549452,"7","EFHD2"
5.74351760114353e-06,1.07032485456165,0.344,0.089,0.0787666003820824,"7","NAMPT"
5.77009085673605e-06,0.936301523700677,0.375,0.1,0.0791310260092782,"7","SEC13"
5.92135540892155e-06,1.10437864515643,0.375,0.103,0.0812054680779501,"7","PFKL"
5.92727368986251e-06,1.33793734771377,0.281,0.065,0.0812866313827744,"7","MRPS25"
6.00789708902984e-06,0.874884697540615,0.938,0.494,0.0823923006789552,"7","RNASET2"
6.03905264743686e-06,0.854392267632585,0.406,0.113,0.082819568006949,"7","THEMIS2"
6.05225480456185e-06,0.605411493758562,0.406,0.112,0.0830006223897612,"7","CSF3R"
6.07082319870089e-06,0.528141702983048,0.562,0.172,0.083255269346984,"7","ADRM1"
6.15035704130456e-06,1.02635718085863,0.719,0.311,0.0843459964644507,"7","PPA1"
6.16398442077783e-06,1.09154396363726,0.594,0.221,0.0845328823465472,"7","IFITM3"
6.25945693720012e-06,1.10014264108095,0.281,0.065,0.0858421924367625,"7","RAB11FIP1"
6.42545132301675e-06,1.46265743934219,0.25,0.054,0.0881186394438517,"7","AMPD2"
6.52863319571564e-06,0.706264950731642,0.562,0.183,0.0895336756460442,"7","OSTC"
7.15539912716839e-06,0.810970875932553,0.594,0.199,0.0981291436299873,"7","OXA1L"
7.35129275712367e-06,1.39684018548496,0.25,0.055,0.100815628871194,"7","APPL1"
7.37653333631622e-06,1.05642476201875,0.281,0.065,0.101161778174241,"7","MRPS22"
7.40704968019169e-06,1.31565309428921,0.281,0.066,0.101580279314149,"7","DNM2"
7.49790738602478e-06,0.644484339947652,1,0.845,0.102826301891944,"7","CYBA"
7.68578479296806e-06,0.992085945689662,0.406,0.118,0.105402852650764,"7","COMMD9"
7.99136390872275e-06,0.414443700764057,0.344,0.087,0.109593564644224,"7","PLEKHF2"
8.08254121552098e-06,1.21815385549866,0.25,0.055,0.110843970229655,"7","SBNO1"
8.36365252204878e-06,0.787200401005993,0.5,0.155,0.114699130687377,"7","RBM17"
8.39212725208784e-06,0.651426532545044,1,0.641,0.115089633135133,"7","CLIC1"
8.49871258007651e-06,0.79392682378955,0.406,0.114,0.116551344323169,"7","SMIM12"
8.55006531596915e-06,0.500381359791741,0.469,0.136,0.117255595743201,"7","MRPL9"
8.66441401801577e-06,1.08266214802416,0.281,0.066,0.118823773843068,"7","IFNAR1"
8.68288276284264e-06,0.897795459612596,0.406,0.123,0.119077054209624,"7","FGL2"
8.83644625658935e-06,0.757637573773313,1,0.831,0.121183023962866,"7","SLC25A6"
9.01135610943656e-06,0.627610884718201,0.312,0.078,0.123581737684813,"7","FKBP5"
9.03457411973722e-06,0.770141499222402,0.375,0.104,0.123900149478076,"7","NCKAP1L"
9.33007358027968e-06,1.31390832294736,0.312,0.081,0.127952629079956,"7","ATP6AP1"
9.56597996807306e-06,1.11612382320754,0.281,0.066,0.131187849282154,"7","PAIP1"
9.6777937763797e-06,1.17443872450135,0.312,0.079,0.132721263849271,"7","HDAC3"
9.69724227887023e-06,1.08245152755934,0.406,0.119,0.132987980612426,"7","HMGA1"
1.00621159842576e-05,1.14556788463552,0.25,0.056,0.137991858608109,"7","SNRNP27"
1.01551248478682e-05,1.5268752488646,0.25,0.057,0.139267382163664,"7","ATF3"
1.0493095472819e-05,0.836659574726586,0.531,0.173,0.143902311314239,"7","DCXR"
1.0659443888509e-05,0.920952901503875,0.438,0.132,0.146183613487012,"7","SYNGR2"
1.06622257714321e-05,0.885540399528639,0.375,0.106,0.14622176422942,"7","MPEG1"
1.08171258083002e-05,0.44572664920876,0.75,0.27,0.148346063335029,"7","TMEM219"
1.10022203457111e-05,0.881117447894995,0.562,0.192,0.150884449821082,"7","MOB1A"
1.10216065130015e-05,0.536822439611506,0.375,0.101,0.151150311719303,"7","FAM173A"
1.11313814666233e-05,1.07473436916922,0.406,0.121,0.152655765433272,"7","TMEM109"
1.12636370810509e-05,0.865247451128238,0.406,0.116,0.154469518929532,"7","DR1"
1.12786961759893e-05,1.15785950676595,0.281,0.068,0.154676039357518,"7","ICT1"
1.17006694477755e-05,0.897944144878995,0.594,0.214,0.160462980806794,"7","C19orf10"
1.20548956047534e-05,1.30264938907985,0.312,0.082,0.165320838323588,"7","SNAP29"
1.2098572705814e-05,0.967727236855288,0.969,0.543,0.165919826087533,"7","EIF3L"
1.24441060287771e-05,0.806066231254154,0.562,0.193,0.170658470078649,"7","VPS29"
1.24988277109554e-05,0.959934972514702,0.344,0.092,0.171408923228043,"7","JOSD2"
1.27371908569647e-05,0.513682039755359,0.375,0.103,0.174677835412415,"7","SNX5"
1.33533621493544e-05,0.716238244394926,0.594,0.211,0.183128008516246,"7","CLNS1A"
1.38591123906717e-05,0.986245592923225,0.312,0.08,0.190063867325672,"7","PDCD7"
1.4465468825114e-05,0.97544061198577,0.281,0.068,0.198379439467613,"7","HAUS4"
1.48642766977746e-05,0.883281154103611,0.719,0.283,0.203848690633281,"7","AURKAIP1"
1.49254230123593e-05,0.91953638796183,0.281,0.068,0.204687251191496,"7","ELMO1"
1.51317776981041e-05,0.84350924315497,0.531,0.173,0.2075171993518,"7","BAG1"
1.54957414490985e-05,0.431125322789449,1,0.521,0.212508598232937,"7","S100A11"
1.59345176972465e-05,1.98234486077055,0.469,0.161,0.218525975700039,"7","IRF7"
1.60116916952063e-05,1.0728670798946,0.312,0.081,0.219584339908059,"7","MCRS1"
1.64970361203491e-05,0.770738020859987,0.281,0.068,0.226240353354467,"7","VPS72"
1.71185378954609e-05,0.513172343992598,0.312,0.084,0.234763628698351,"7","IGFBP7"
1.7234115366072e-05,1.25962619817141,0.688,0.289,0.236348658130311,"7","GNG5"
1.79179364602053e-05,0.546860466011718,1,0.915,0.245726580615256,"7","CFL1"
1.8315103549283e-05,0.537536443914037,0.625,0.213,0.251173330074867,"7","RNF181"
1.86269056737304e-05,0.750724525281672,0.469,0.145,0.255449384409538,"7","GTF3C6"
1.89041170566865e-05,0.923454209177694,0.781,0.314,0.259251061315398,"7","SEC61B"
1.92599933080937e-05,1.15538820631469,0.281,0.07,0.264131548227197,"7","POLR2A"
1.93359037609854e-05,0.766728592590475,0.344,0.095,0.265172584178154,"7","SAMD9L"
1.94175810946343e-05,1.49559806990081,0.75,0.305,0.266292707131815,"7","ATP5C1"
1.96279246535418e-05,0.263341710365118,0.344,0.092,0.269177358698672,"7","EAF2"
2.04021560180965e-05,0.939378272870618,0.281,0.069,0.279795167632175,"7","TM9SF2"
2.04767001025603e-05,1.16680684558555,0.312,0.083,0.280817465206512,"7","INPP5D"
2.08366658747703e-05,1.00550679228868,0.438,0.139,0.285754035806601,"7","MTCH1"
2.09840428305171e-05,1.00596631800207,0.562,0.2,0.287775163377711,"7","NDUFAB1"
2.10033526947444e-05,0.294247943128657,0.531,0.167,0.288039978855724,"7","SAT2"
2.15250951096336e-05,0.927982096815521,0.344,0.095,0.295195154333515,"7","ESD"
2.23447743736686e-05,0.634338741489771,0.344,0.092,0.306436235760491,"7","ZSWIM7"
2.23523182675056e-05,0.907374388947984,0.406,0.123,0.306539692720572,"7","AOAH"
2.25893395062409e-05,0.756014204474456,0.688,0.262,0.309790201988587,"7","GNB2"
2.26698129488339e-05,0.516287101462882,0.438,0.132,0.310893814780308,"7","PITHD1"
2.4110764323297e-05,1.11306560400579,0.25,0.058,0.330655021929695,"7","ARHGAP27"
2.5280513070811e-05,0.8480576548124,0.312,0.084,0.346696956253102,"7","EIF2B1"
2.52848588117791e-05,1.04238341023751,0.25,0.058,0.346756553744738,"7","MIIP"
2.56025825280176e-05,0.954108289255386,0.312,0.084,0.351113816789234,"7","PLD3"
2.5745877758282e-05,0.680002076068727,0.312,0.082,0.353078967577079,"7","RPL26L1"
2.68911443609368e-05,0.895992963187187,0.406,0.124,0.368785153765887,"7","URM1"
2.74018238682038e-05,1.43658397780436,0.281,0.073,0.375788612528546,"7","MTHFD2"
2.89680933441283e-05,1.10600409677639,0.25,0.06,0.397268432121375,"7","SKAP2"
2.91959415348653e-05,1.85188238736799,0.656,0.3,0.400393142209142,"7","GDI2"
2.94966505927138e-05,0.583393499476914,0.75,0.284,0.404517066228477,"7","MRPL23"
3.00138881720215e-05,0.442765144292225,0.406,0.12,0.411610462391102,"7","BABAM1"
3.19237397476797e-05,1.12269227381922,0.281,0.073,0.437802166899679,"7","MRPL15"
3.1961589239388e-05,0.815215034049238,0.625,0.226,0.438321234828967,"7","NDUFS6"
3.25502900652971e-05,1.13628846819578,0.25,0.06,0.446394677955484,"7","MCMBP"
3.29568551371313e-05,0.539796353763936,0.625,0.217,0.451970311350618,"7","CAPN2"
3.33494379334637e-05,0.574596255321349,0.25,0.059,0.457354191819521,"7","NUPL2"
3.61991294551784e-05,0.757478534664326,0.938,0.461,0.496434861348316,"7","SNX3"
3.65118262206198e-05,0.78702505513943,0.281,0.071,0.500723184789579,"7","ATXN2L"
3.69256348966757e-05,1.10758934381656,0.281,0.073,0.506398156973011,"7","PRCP"
3.71202544128448e-05,0.55232146566015,0.531,0.177,0.509067169017754,"7","SSR3"
3.71249418695107e-05,2.45250228397606,0.406,0.124,0.50913145279847,"7","COMMD3"
3.75581683530562e-05,0.568868187144716,0.688,0.262,0.515072720793813,"7","IFI44L"
3.79285121633739e-05,0.748923402841491,0.906,0.536,0.520151615808509,"7","CALM2"
3.83852760056299e-05,0.726983987635946,0.594,0.21,0.526415675141208,"7","PHB"
3.84032103376034e-05,0.666092013760171,0.938,0.503,0.526661626569893,"7","VAMP8"
3.94870932008878e-05,0.897714098486503,0.344,0.1,0.541525996156975,"7","LRRC25"
3.99652176389053e-05,0.851794951750304,0.406,0.127,0.548082994699947,"7","PTRHD1"
4.01474519371959e-05,0.960305952935546,0.531,0.191,0.550582155866704,"7","SDHD"
4.10354841677605e-05,0.887539113872537,0.312,0.085,0.562760629876668,"7","RPS6KA1"
4.15672221111972e-05,0.905029504377995,0.781,0.383,0.570052884032959,"7","ID2"
4.21585646870866e-05,0.505213664353489,0.875,0.343,0.578162556118706,"7","UQCR10"
4.23254668972884e-05,0.567259865069916,0.312,0.084,0.580451453029413,"7","RBPJ"
4.43384549290467e-05,0.885157893806677,0.312,0.086,0.608057570896946,"7","FAM192A"
4.47333557436767e-05,1.12256310932192,0.406,0.13,0.613473240668783,"7","NDUFS4"
4.5566996751117e-05,0.557846897794741,0.281,0.071,0.624905793444818,"7","MED6"
4.65214697230502e-05,0.327166854953155,0.531,0.172,0.63799543578191,"7","SPG21"
4.66375030570424e-05,0.849290337388196,0.562,0.203,0.639586716924279,"7","ATP5G1"
4.68848120973448e-05,0.844451193562595,0.344,0.099,0.642978313102986,"7","GRINA"
4.71044269099009e-05,1.11238575347998,0.281,0.074,0.645990110642381,"7","FLYWCH2"
4.72740285908974e-05,0.661403067559478,0.844,0.367,0.648316028095567,"7","C1QBP"
4.79612639639038e-05,0.495089576938503,0.656,0.234,0.657740774000976,"7","NDUFS8"
4.91059323228571e-05,0.750688605135314,0.688,0.298,0.673438755875663,"7","FAM49B"
5.01300817712873e-05,0.521175133783349,0.438,0.137,0.687483941411434,"7","ITGB7"
5.31336821422852e-05,0.667162362663624,0.906,0.444,0.728675316899299,"7","BST2"
5.32939227307534e-05,1.09836271466064,0.375,0.117,0.730872856329553,"7","EIF4A3"
5.35599594680664e-05,1.15803444526948,0.531,0.191,0.734521284145063,"7","PFDN2"
5.58224413749494e-05,0.481802744941185,1,0.857,0.765548961016056,"7","SH3BGRL3"
6.03236356415879e-05,0.948684663605942,0.25,0.062,0.827278339188736,"7","TPRKB"
6.09412608647921e-05,0.349951314452521,0.281,0.073,0.835748451499758,"7","TMEM242"
6.15526947906607e-05,0.94181234969891,0.375,0.118,0.844133656359121,"7","TPGS1"
6.18881784503927e-05,1.0957440119572,0.25,0.063,0.848734479268685,"7","TPMT"
6.20641397316277e-05,0.39436947842652,0.406,0.124,0.851147612279542,"7","TMEM208"
6.32421797659997e-05,0.404354500789144,0.438,0.137,0.86730325331092,"7","SNW1"
6.39857222107364e-05,0.948068104042876,0.344,0.102,0.877500194398039,"7","PSMB5"
6.43620770721743e-05,0.626075502249639,0.625,0.232,0.882661524967799,"7","ALKBH7"
6.45313634933014e-05,0.686582224903219,0.5,0.17,0.884983118947136,"7","NAA10"
6.64460689638786e-05,0.990707537980229,0.344,0.104,0.911241389770632,"7","HEXB"
6.75893215426672e-05,0.722145601156223,0.406,0.127,0.926919955636138,"7","PRPF40A"
6.76188584990455e-05,1.270206603671,0.344,0.108,0.92732502545591,"7","MIR24-2"
6.83444282560947e-05,0.718976900278644,0.469,0.153,0.937275489104083,"7","SNRPE"
6.85078576217076e-05,0.670234523594723,0.344,0.101,0.939516759424098,"7","C19orf38"
6.93793664077229e-05,0.770038903038028,0.344,0.101,0.951468630915511,"7","TMX1"
6.95608832209684e-05,0.582970086484834,0.344,0.102,0.953957952492361,"7","SRA1"
7.06676712917094e-05,0.305829289265432,0.406,0.125,0.969136444094503,"7","VKORC1"
7.10476281949827e-05,0.715256636983029,0.688,0.27,0.974347173065993,"7","ZNHIT1"
7.18943967587861e-05,0.942103683059449,0.25,0.063,0.985959757149992,"7","PSMG4"
7.19181560356024e-05,0.827379372295907,0.438,0.149,0.986285591872251,"7","H2AFJ"
7.22591639041209e-05,0.774673394052886,0.406,0.13,0.990962173781114,"7","AKR7A2"
7.25662819009752e-05,0.702255827476244,0.438,0.144,0.995173989989974,"7","SFT2D1"
7.2847621976882e-05,0.808171781734582,0.438,0.15,0.99903228779096,"7","TMEM14C"
7.32376234669182e-05,0.932719305246206,0.344,0.103,1,"7","ADPGK"
7.62588335283553e-05,0.970457947980259,0.25,0.063,1,"7","ACAT1"
7.67030430041582e-05,0.603390192339927,0.281,0.075,1,"7","ACADM"
7.67489598497894e-05,0.536835781016451,0.938,0.498,1,"7","COX5B"
7.72391581757424e-05,0.763750753580035,0.562,0.214,1,"7","MX1"
7.82783962341811e-05,0.633764697294876,0.406,0.128,1,"7","CYTH4"
7.92318414654691e-05,0.544031554387053,0.375,0.112,1,"7","LAGE3"
7.92996457583475e-05,0.71872384697915,0.906,0.432,1,"7","COPE"
7.95871150856007e-05,0.382187289687488,0.625,0.242,1,"7","LGALS3"
7.96583381466929e-05,0.627412413579559,0.469,0.158,1,"7","C7orf50"
7.9671771062875e-05,0.376308221347078,1,0.945,1,"7","PFN1"
8.03768869941353e-05,0.712722546080989,0.781,0.386,1,"7","RHOG"
8.04175596679465e-05,1.06719250324095,0.375,0.12,1,"7","UBE2A"
8.06654017437806e-05,0.482122587210812,0.719,0.287,1,"7","GSTO1"
8.09834885262246e-05,0.633431074074289,0.438,0.144,1,"7","CHCHD5"
8.10273122971659e-05,0.792219855878417,0.344,0.102,1,"7","ARRDC1"
8.24952554554805e-05,0.642489618443364,0.281,0.075,1,"7","HHEX"
8.36380394241182e-05,0.783441703606658,0.969,0.815,1,"7","ARPC3"
8.4112128449994e-05,0.658495554948384,0.594,0.219,1,"7","C19orf70"
8.58319109639552e-05,0.861028045971313,0.281,0.076,1,"7","NRD1"
8.59250213153266e-05,0.912784479477586,0.312,0.09,1,"7","RNPEP"
8.87729492307394e-05,0.557872667969966,0.5,0.17,1,"7","GTF2A2"
8.89428036057275e-05,0.713207710405733,0.281,0.075,1,"7","CNPPD1"
8.98946107863143e-05,0.385018015444236,0.438,0.139,1,"7","PSMA4"
9.10427059355119e-05,0.35919936127386,0.75,0.283,1,"7","SUPT4H1"
9.15658951611261e-05,0.979171569879619,0.312,0.091,1,"7","LARP7"
9.27048920167705e-05,0.946914169032986,0.25,0.064,1,"7","TOR2A"
9.28731213272487e-05,2.20093517843226,0.438,0.152,1,"7","MRPL14"
9.32425626661071e-05,0.686993068320705,0.469,0.162,1,"7","NDUFS3"
9.69822241444019e-05,0.702467433728319,0.906,0.426,1,"7","ATP5G3"
9.76137636735043e-05,0.93609432991172,0.312,0.089,1,"7","ATIC"
9.81770584701923e-05,0.527441515400468,0.969,0.74,1,"7","PPIA"
9.97631690669411e-05,0.728464532707399,0.25,0.064,1,"7","VAMP7"
0.000101791040648382,0.848306901844177,0.25,0.064,1,"7","IVNS1ABP"
0.000104487191009562,0.628368933170842,0.281,0.076,1,"7","TRIAP1"
0.000104804505941315,0.635331147634095,0.375,0.116,1,"7","CHPT1"
0.000109438017622484,0.701022579584135,0.5,0.173,1,"7","CHMP4B"
0.000112739370980575,0.754075435702631,0.5,0.183,1,"7","DECR1"
0.000112998098859394,0.745743935585258,0.312,0.089,1,"7","UFM1"
0.000116359164034869,0.398773728475806,0.312,0.09,1,"7","LAT2"
0.000119592168603094,0.504810034075917,1,0.859,1,"7","PABPC1"
0.000122354242762404,0.712164740016456,0.312,0.09,1,"7","NUDT22"
0.000122780543069197,0.79861403577729,0.281,0.078,1,"7","CHCHD3"
0.000125846361062544,0.893891285758784,0.25,0.065,1,"7","ZNF131"
0.000127891045478528,1.16885179896102,0.25,0.066,1,"7","KIAA1143"
0.000129717445059551,0.749491307612274,0.281,0.079,1,"7","MTCH2"
0.000129835227756077,0.461056979704965,1,0.702,1,"7","ZFP36"
0.000130607835040704,1.16768071293434,0.281,0.08,1,"7","PABPN1"
0.00013180525064198,0.750599979353202,0.25,0.065,1,"7","OSBPL8"
0.000139186336484096,0.749100741986156,0.375,0.12,1,"7","SCNM1"
0.000143590307772325,0.966960151399494,0.25,0.066,1,"7","MRPL45"
0.00014541022375628,0.629481006277913,0.25,0.067,1,"7","DNTTIP1"
0.000149166182536627,1.224406156813,0.344,0.114,1,"7","CD4"
0.000149626653867218,1.02381089648404,0.281,0.081,1,"7","SSRP1"
0.000150223211774574,0.517149623307211,0.688,0.27,1,"7","VASP"
0.000154750563699752,0.595233582200042,0.531,0.193,1,"7","HSD17B10"
0.000157080998321899,0.619536176012472,0.688,0.281,1,"7","MSN"
0.000163216596432975,0.867523026823886,0.406,0.138,1,"7","MLF2"
0.000164500706013388,0.456815968626534,0.344,0.103,1,"7","COMMD1"
0.000171470649577813,0.797402469809377,0.5,0.19,1,"7","SERPINB6"
0.000175796891670104,0.401597415692562,0.344,0.107,1,"7","RPL7L1"
0.000176799737633717,0.60639356642065,0.594,0.229,1,"7","SSB"
0.000181838534808587,0.566344409442322,1,0.815,1,"7","YBX1"
0.000182349208647031,0.428826105180331,0.656,0.248,1,"7","TOMM22"
0.000187849482511525,0.98984209028442,0.25,0.068,1,"7","CTA-29F11.1"
0.000188049377409451,0.642886943199339,0.375,0.12,1,"7","METAP2"
0.000189270403615252,0.266352544436551,0.438,0.147,1,"7","HCK"
0.000189726542383816,0.601784891739418,0.344,0.106,1,"7","SNRPA"
0.000192032608069496,0.75139846924062,0.562,0.207,1,"7","XAF1"
0.000193104942301972,0.562400184729549,0.562,0.218,1,"7","FMNL1"
0.000194433617829947,0.614136125027933,0.344,0.108,1,"7","TXNDC17"
0.000201095715257289,1.10772823142268,0.281,0.083,1,"7","IMPDH1"
0.000202658134456245,0.455956637866778,0.5,0.177,1,"7","PSMB4"
0.00020522072678086,1.19733597590875,0.719,0.292,1,"7","SEP15"
0.000207376832084864,0.8338046525158,0.25,0.068,1,"7","BRD4"
0.000207420345222786,0.544760053394581,0.375,0.122,1,"7","NAPRT1"
0.000207927744957184,0.791415319972042,0.25,0.067,1,"7","SH3BP2"
0.000208217031782676,0.66961189174885,0.438,0.155,1,"7","ADI1"
0.000208685222923125,0.768325593127741,0.375,0.124,1,"7","TLN1"
0.000211970320710298,0.525819137547784,0.5,0.186,1,"7","MYADM"
0.000214551052613355,0.541727356296598,0.312,0.094,1,"7","LINC00152"
0.00021604263652741,0.866636307521396,0.25,0.068,1,"7","GGCT"
0.000221547484308138,0.527051486744022,0.312,0.093,1,"7","CCNC"
0.000228248774573908,0.800976052840579,0.312,0.096,1,"7","STAT6"
0.000236618192177296,0.346617653587984,0.312,0.096,1,"7","C14orf1"
0.000238691533431835,0.509857043591421,0.844,0.38,1,"7","H3F3A"
0.000239422002033723,0.739207200674071,0.562,0.223,1,"7","C1orf43"
0.000245037425591573,0.629978469648599,0.375,0.124,1,"7","CD300A"
0.000248033334434591,0.358606631611194,0.562,0.207,1,"7","RTFDC1"
0.000250898177523797,0.382710273334306,0.375,0.124,1,"7","NT5C"
0.000254427997235821,0.721839092689006,0.688,0.295,1,"7","GNAS"
0.000259798553206592,0.689388452692992,0.625,0.271,1,"7","RPL39"
0.000260381734898519,0.716721315092327,0.25,0.068,1,"7","ANKRD11"
0.000261903755395857,0.562531051748258,0.438,0.153,1,"7","COMT"
0.00026237496992321,0.560158273678319,0.656,0.266,1,"7","RGS19"
0.000266168284660192,0.601414620863169,0.719,0.314,1,"7","CYCS"
0.000272503122027435,1.07232283368337,0.312,0.101,1,"7","NOTCH2NL"
0.000274012224528829,0.390673137050596,0.406,0.134,1,"7","C11orf48"
0.000275199539478471,0.65499527534091,0.344,0.109,1,"7","PAK2"
0.000279551500156748,0.253253785874603,0.344,0.107,1,"7","AATF"
0.000280135125354821,0.828072597936342,0.812,0.382,1,"7","COX8A"
0.000288729202428199,0.474244468648043,0.656,0.25,1,"7","TCF25"
0.000289235855940791,0.73308112053027,0.812,0.412,1,"7","RGS10"
0.000293828799455099,0.53960167804362,0.281,0.083,1,"7","STX16"
0.000297364075188585,0.575939017236216,0.594,0.236,1,"7","PDIA6"
0.000298863375530672,0.627745590069753,0.688,0.283,1,"7","UQCRFS1"
0.000307064304661985,0.465421363599495,0.438,0.157,1,"7","POU2F2"
0.000315364571588245,0.607206726862921,0.344,0.111,1,"7","MX2"
0.000316207197963176,0.715665705746148,0.5,0.188,1,"7","LINC00493"
0.000317682510278341,0.705715924145667,0.344,0.111,1,"7","MRPL3"
0.000317716033324599,0.506393752360356,0.531,0.204,1,"7","GLIPR1"
0.000322973077286647,0.554365821751797,0.875,0.461,1,"7","FKBP1A"
0.000327604952443361,0.724368271227232,0.344,0.112,1,"7","FAM177A1"
0.000328303139015204,0.493192036268713,0.594,0.226,1,"7","DEK"
0.000330128509061995,0.334646898222289,0.281,0.083,1,"7","FCGR2A"
0.000331110336486351,0.772630799892997,0.344,0.113,1,"7","UROS"
0.000334073767202062,0.544935610922432,0.312,0.097,1,"7","NUDT1"
0.00033810480734033,0.628730176150644,0.25,0.07,1,"7","NBPF10"
0.000338276657148479,0.296363987987857,0.406,0.141,1,"7","NCOA4"
0.000343912555352892,0.274811621248579,0.562,0.206,1,"7","CCT3"
0.000352670885337846,0.57510350986662,0.406,0.139,1,"7","COX16"
0.000354671043969967,0.599490132476326,0.375,0.126,1,"7","GLUD1"
0.000356727610135202,0.638636118196432,0.531,0.212,1,"7","BAZ1A"
0.000359778442012221,1.07032968291734,0.25,0.072,1,"7","PTPN1"
0.000365402818760468,0.530379552645535,0.25,0.07,1,"7","C15orf61"
0.000365620436941155,0.518127619779683,0.25,0.069,1,"7","TOLLIP"
0.000367517975209004,0.43925726749817,0.375,0.124,1,"7","GRSF1"
0.000367560410262358,0.602725695402351,0.781,0.382,1,"7","LCP1"
0.000370914096503085,0.49662937859946,0.75,0.34,1,"7","CD63"
0.000372632768303918,0.811568776445637,0.406,0.147,1,"7","NENF"
0.000375082268097448,0.666061293885678,0.312,0.097,1,"7","RPS6KB2"
0.000379402889126683,0.312836080173163,0.406,0.137,1,"7","ETHE1"
0.000386309166290328,0.752050550465816,0.531,0.212,1,"7","CKLF"
0.000390374506886115,0.797288843723278,0.312,0.099,1,"7","MRPL27"
0.000405983566987134,0.712889699209627,0.344,0.114,1,"7","RPN1"
0.000412835560485295,0.590353333499652,0.438,0.16,1,"7","TXN2"
0.000428377395852959,0.856664715246983,0.25,0.071,1,"7","OSGEP"
0.000429607401260369,0.732813248795846,0.406,0.145,1,"7","PDHB"
0.000430890777116359,0.454823959527967,0.406,0.141,1,"7","NOP56"
0.000448958100540047,0.56969630872514,0.438,0.158,1,"7","TMEM179B"
0.000449249056653003,0.295334680888337,0.25,0.071,1,"7","SLC16A3"
0.000456183921444309,0.902972786133337,0.375,0.134,1,"7","FAM162A"
0.000459719305446769,0.581226730974798,0.344,0.115,1,"7","PGD"
0.000461609503999707,0.565236662419993,0.656,0.277,1,"7","NDUFV2"
0.000464860200843011,0.425661113361866,0.562,0.233,1,"7","GADD45B"
0.000465277607328375,0.510140288050946,0.688,0.297,1,"7","SUB1"
0.000476648462718823,0.498548180283043,1,0.71,1,"7","CHCHD2"
0.000480743944550156,0.786762495777472,0.312,0.101,1,"7","WDR74"
0.00048794793908801,0.816043876929721,0.312,0.101,1,"7","LIPA"
0.000489203740292432,0.391153242821995,0.562,0.213,1,"7","NUDC"
0.000491734335479846,0.441736093112463,0.281,0.085,1,"7","PRDX4"
0.000491955650161815,2.06865725122865,0.344,0.118,1,"7","DHRS4L2"
0.000492550491010236,0.872998979861998,0.25,0.073,1,"7","FASTK"
0.000498532784491326,0.586050305446118,0.25,0.074,1,"7","VPS25"
0.000503574678466553,0.659069894914314,0.312,0.101,1,"7","DPM1"
0.000509381294145047,0.316785501514336,0.438,0.16,1,"7","OAZ2"
0.00051467184740821,0.785968049773251,1,0.739,1,"7","EIF3K"
